tweets,category,dates,address,newaddress,lattitude,longitude,coordinates
"AREA CHECK at 1500 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP21000359502] 22:21 #pdx911, 2021-12-27 06:24:01+00:00",AREA CHECK , 2021-12-27 06:24:01+00:00, 1500 N TOMAHAWK ISLAND DR," 1500 N TOMAHAWK ISLAND DR, Portland, OR",45.61202965,-122.6837855,"-122.6837855, 45.61202965"
"THEFT - PRIORITY at 4200 SE 82ND AVE, PORT [Portland Police #PP21000359461] 21:09 #pdx911, 2021-12-27 06:20:02+00:00",THEFT - PRIORITY , 2021-12-27 06:20:02+00:00, 4200 SE 82ND AVE," 4200 SE 82ND AVE, Portland, OR",45.49113405,-122.57471212866801,"-122.57471212866801, 45.49113405"
"SHOTS FIRED at 4200 N ALASKA ST, PORT [Portland Police #PP21000359477] 21:45 #pdx911, 2021-12-27 06:17:01+00:00",SHOTS FIRED , 2021-12-27 06:17:01+00:00, 4200 N ALASKA ST," 4200 N ALASKA ST, Portland, OR",45.58775058715596,-122.70977189908257,"-122.70977189908257, 45.58775058715596"
"DISTURBANCE - WITH WEAPON *H at 11900 N CENTER AVE, PORT [Portland Police #PP21000359485] 21:50 #pdx911, 2021-12-27 06:14:02+00:00",DISTURBANCE - WITH WEAPON *H , 2021-12-27 06:14:02+00:00, 11900 N CENTER AVE," 11900 N CENTER AVE, Portland, OR",45.609856,-122.681692,"-122.681692, 45.609856"
"UNWANTED PERSON at 7600 SE 82ND AVE, PORT [Portland Police #PP21000359336] 22:00 #pdx911, 2021-12-27 06:14:02+00:00",UNWANTED PERSON , 2021-12-27 06:14:02+00:00, 7600 SE 82ND AVE," 7600 SE 82ND AVE, Portland, OR",45.468317898989895,-122.57892104040404,"-122.57892104040404, 45.468317898989895"
"UNWANTED PERSON at 400 NE LLOYD BLVD, PORT [Portland Police #PP21000359493] 22:01 #pdx911, 2021-12-27 06:14:02+00:00",UNWANTED PERSON , 2021-12-27 06:14:02+00:00, 400 NE LLOYD BLVD," 400 NE LLOYD BLVD, Portland, OR",45.5276604,-122.6655423,"-122.6655423, 45.5276604"
"VANDALISM - COLD at 500 NE BRIDGETON RD, PORT [Portland Police #PP21000359483] 21:56 #pdx911, 2021-12-27 06:12:02+00:00",VANDALISM - COLD , 2021-12-27 06:12:02+00:00, 500 NE BRIDGETON RD," 500 NE BRIDGETON RD, Portland, OR",45.601602,-122.660329,"-122.660329, 45.601602"
"SHOTS FIRED at 100 SE 106TH AVE, PORT [Portland Police #PP21000359487] 21:52 #pdx911, 2021-12-27 06:09:02+00:00",SHOTS FIRED , 2021-12-27 06:09:02+00:00, 100 SE 106TH AVE," 100 SE 106TH AVE, Portland, OR",45.521301532258065,-122.55376297983871,"-122.55376297983871, 45.521301532258065"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 3400 SW COUNCIL CREST DR, PORT [Portland Police #PP21000359494] 22:05 #pdx911, 2021-12-27 06:09:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-27 06:09:01+00:00, 3400 SW COUNCIL CREST DR," 3400 SW COUNCIL CREST DR, Portland, OR",45.49749,-122.706936,"-122.706936, 45.49749"
"THEFT - COLD at 4700 NE PRESCOTT ST, PORT [Portland Police #PP21000359366] 19:23 #pdx911, 2021-12-27 06:01:02+00:00",THEFT - COLD , 2021-12-27 06:01:02+00:00, 4700 NE PRESCOTT ST," 4700 NE PRESCOTT ST, Portland, OR",45.555442,-122.614705,"-122.614705, 45.555442"
"ACCIDENT - HIT AND RUN - COLD at 800 SE 25TH AVE, PORT [Portland Police #PP21000359395] 19:23 #pdx911, 2021-12-27 05:58:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-27 05:58:02+00:00, 800 SE 25TH AVE," 800 SE 25TH AVE, Portland, OR",45.516828,-122.640022,"-122.640022, 45.516828"
"ACCIDENT - NON INJURY at 2300 W BURNSIDE ST, PORT [Portland Police #PP21000359372] 19:13 #pdx911, 2021-12-27 05:46:02+00:00",ACCIDENT - NON INJURY , 2021-12-27 05:46:02+00:00, 2300 W BURNSIDE ST," 2300 W BURNSIDE ST, Portland, OR",45.523372,-122.698383,"-122.698383, 45.523372"
"AREA CHECK at 800 NE 81ST AVE, PORT [Portland Police #PP21000359456] 21:07 #pdx911, 2021-12-27 05:45:02+00:00",AREA CHECK , 2021-12-27 05:45:02+00:00, 800 NE 81ST AVE," 800 NE 81ST AVE, Portland, OR",45.528502,-122.58,"-122.58, 45.528502"
"ACCIDENT - INJURY at 500 NE KILLINGSWORTH ST, PORT [Portland Police #PP21000359438] 20:24 #pdx911, 2021-12-27 05:38:02+00:00",ACCIDENT - INJURY , 2021-12-27 05:38:02+00:00, 500 NE KILLINGSWORTH ST," 500 NE KILLINGSWORTH ST, Portland, OR",45.56265002020202,-122.66050651515151,"-122.66050651515151, 45.56265002020202"
"AREA CHECK at 2400 SE 51ST AVE, PORT [Portland Police #PP21000359431] 21:11 #pdx911, 2021-12-27 05:33:02+00:00",AREA CHECK , 2021-12-27 05:33:02+00:00, 2400 SE 51ST AVE," 2400 SE 51ST AVE, Portland, OR",45.505183,-122.609891,"-122.609891, 45.505183"
"BURGLARY - PRIORITY *H at 12200 SE RAMONA ST, PORT [Portland Police #PP21000359454] 20:52 #pdx911, 2021-12-27 05:26:02+00:00",BURGLARY - PRIORITY *H , 2021-12-27 05:26:02+00:00, 12200 SE RAMONA ST," 12200 SE RAMONA ST, Portland, OR",45.480065,-122.53709,"-122.53709, 45.480065"
"UNWANTED PERSON at 8400 N BRANDON AVE, PORT [Portland Police #PP21000359445] 21:09 #pdx911, 2021-12-27 05:26:01+00:00",UNWANTED PERSON , 2021-12-27 05:26:01+00:00, 8400 N BRANDON AVE," 8400 N BRANDON AVE, Portland, OR",45.583937,-122.688918,"-122.688918, 45.583937"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 2100 N AINSWORTH ST, PORT [Portland Police #PP21000359462] 21:20 #pdx911, 2021-12-27 05:24:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-27 05:24:01+00:00, 2100 N AINSWORTH ST," 2100 N AINSWORTH ST, Portland, OR",45.566268,-122.688795,"-122.688795, 45.566268"
"SHOTS FIRED at 5500 SE 72ND AVE, PORT [Portland Police #PP21000359380] 20:57 #pdx911, 2021-12-27 05:14:01+00:00",SHOTS FIRED , 2021-12-27 05:14:01+00:00, 5500 SE 72ND AVE," 5500 SE 72ND AVE, Portland, OR",45.482927,-122.589123,"-122.589123, 45.482927"
"UNWANTED PERSON at 10000 NE SANDY BLVD, PORT [Portland Police #PP21000359452] 21:01 #pdx911, 2021-12-27 05:13:02+00:00",UNWANTED PERSON , 2021-12-27 05:13:02+00:00, 10000 NE SANDY BLVD," 10000 NE SANDY BLVD, Portland, OR",45.559195,-122.559613,"-122.559613, 45.559195"
"BURGLARY - PRIORITY *H at 1300 NE FREMONT ST, PORT [Portland Police #PP21000359423] 19:48 #pdx911, 2021-12-27 05:11:02+00:00",BURGLARY - PRIORITY *H , 2021-12-27 05:11:02+00:00, 1300 NE FREMONT ST," 1300 NE FREMONT ST, Portland, OR",45.548157,-122.652249,"-122.652249, 45.548157"
"BURGLARY - PRIORITY *H at 8100 SE SALMON ST, PORT [Portland Police #PP21000359424] 20:10 #pdx911, 2021-12-27 05:11:02+00:00",BURGLARY - PRIORITY *H , 2021-12-27 05:11:02+00:00, 8100 SE SALMON ST," 8100 SE SALMON ST, Portland, OR",45.5140253,-122.58006112447562,"-122.58006112447562, 45.5140253"
"ANIMAL PROBLEM at 12500 SE POWELL BLVD, PORT [Portland Police #PP21000359325] 21:02 #pdx911, 2021-12-27 05:08:01+00:00",ANIMAL PROBLEM , 2021-12-27 05:08:01+00:00, 12500 SE POWELL BLVD," 12500 SE POWELL BLVD, Portland, OR",45.49709066469688,-122.53472584274694,"-122.53472584274694, 45.49709066469688"
"ROBBERY - WITH WEAPON *H at 1100 N HAYDEN MEADOWS DR, PORT [Portland Police #PP21000359386] 19:38 #pdx911, 2021-12-27 05:02:01+00:00",ROBBERY - WITH WEAPON *H , 2021-12-27 05:02:01+00:00, 1100 N HAYDEN MEADOWS DR," 1100 N HAYDEN MEADOWS DR, Portland, OR",45.596008999999995,-122.67747968471082,"-122.67747968471082, 45.596008999999995"
"SUSPICIOUS - PRIORITY at 400 NE HOLLADAY ST, PORT [Portland Police #PP21000359389] 19:07 #pdx911, 2021-12-27 05:00:02+00:00",SUSPICIOUS - PRIORITY , 2021-12-27 05:00:02+00:00, 400 NE HOLLADAY ST," 400 NE HOLLADAY ST, Portland, OR",45.529969,-122.661501,"-122.661501, 45.529969"
"VEHICLE STOLEN - COLD at 3500 SW 1ST AVE, PORT [Portland Police #PP21000359396] 19:25 #pdx911, 2021-12-27 05:00:02+00:00",VEHICLE STOLEN - COLD , 2021-12-27 05:00:02+00:00, 3500 SW 1ST AVE," 3500 SW 1ST AVE, Portland, OR",45.497866,-122.678819,"-122.678819, 45.497866"
"THREAT - WITH WEAPON *H at 7600 SE 65TH AVE, PORT [Portland Police #PP21000359397] 20:54 #pdx911, 2021-12-27 05:00:02+00:00",THREAT - WITH WEAPON *H , 2021-12-27 05:00:02+00:00, 7600 SE 65TH AVE," 7600 SE 65TH AVE, Portland, OR",45.46816590303286,-122.59670862667731,"-122.59670862667731, 45.46816590303286"
"DISTURBANCE - PRIORITY at 6200 SE KNIGHT ST, PORT [Portland Police #PP21000359444] 20:34 #pdx911, 2021-12-27 04:59:02+00:00",DISTURBANCE - PRIORITY , 2021-12-27 04:59:02+00:00, 6200 SE KNIGHT ST," 6200 SE KNIGHT ST, Portland, OR",45.479976,-122.599425,"-122.599425, 45.479976"
"ASSAULT - PRIORITY at 14800 SE MILL ST, PORT [Portland Police #PP21000359425] 20:06 #pdx911, 2021-12-27 04:57:02+00:00",ASSAULT - PRIORITY , 2021-12-27 04:57:02+00:00, 14800 SE MILL ST," 14800 SE MILL ST, Portland, OR",45.510127,-122.510554,"-122.510554, 45.510127"
"DISTURBANCE - PRIORITY at 700 SW 17TH AVE, PORT [Portland Police #PP21000359447] 20:38 #pdx911, 2021-12-27 04:57:01+00:00",DISTURBANCE - PRIORITY , 2021-12-27 04:57:01+00:00, 700 SW 17TH AVE," 700 SW 17TH AVE, Portland, OR",45.521847,-122.689028,"-122.689028, 45.521847"
"THREAT - WITH WEAPON *H at 2800 NE 132ND AVE, PORT [Portland Police #PP21000359241] 15:21 #pdx911, 2021-12-27 04:56:02+00:00",THREAT - WITH WEAPON *H , 2021-12-27 04:56:02+00:00, 2800 NE 132ND AVE," 2800 NE 132ND AVE, Portland, OR",45.54223278378379,-122.5269122972973,"-122.5269122972973, 45.54223278378379"
"AREA CHECK at 2300 SW MARKET STREET DR, PORT [Portland Police #PP21000359439] 20:26 #pdx911, 2021-12-27 04:53:02+00:00",AREA CHECK , 2021-12-27 04:53:02+00:00, 2300 SW MARKET STREET DR," 2300 SW MARKET STREET DR, Portland, OR",45.518083,-122.698372,"-122.698372, 45.518083"
"VEHICLE STOLEN - COLD at 9700 SE REEDWAY ST, PORT [Portland Police #PP21000359433] 20:24 #pdx911, 2021-12-27 04:48:01+00:00",VEHICLE STOLEN - COLD , 2021-12-27 04:48:01+00:00, 9700 SE REEDWAY ST," 9700 SE REEDWAY ST, Portland, OR",45.481198,-122.563274,"-122.563274, 45.481198"
"ROBBERY - PRIORITY *H at 5000 NE 82ND AVE, PORT [Portland Police #PP21000359403] 19:20 #pdx911, 2021-12-27 04:45:02+00:00",ROBBERY - PRIORITY *H , 2021-12-27 04:45:02+00:00, 5000 NE 82ND AVE," 5000 NE 82ND AVE, Portland, OR",45.559292,-122.578427,"-122.578427, 45.559292"
"SHOTS FIRED at 3900 NE MALLORY AVE, PORT [Portland Police #PP21000359440] 20:27 #pdx911, 2021-12-27 04:45:01+00:00",SHOTS FIRED , 2021-12-27 04:45:01+00:00, 3900 NE MALLORY AVE," 3900 NE MALLORY AVE, Portland, OR",45.550918,-122.663541,"-122.663541, 45.550918"
"SUSPICIOUS - PRIORITY at 300 SW HARVEY MILK ST, PORT [Portland Police #PP21000359422] 19:48 #pdx911, 2021-12-27 04:39:02+00:00",SUSPICIOUS - PRIORITY , 2021-12-27 04:39:02+00:00, 300 SW HARVEY MILK ST," 300 SW HARVEY MILK ST, Portland, OR",45.520215,-122.674659,"-122.674659, 45.520215"
"THEFT - COLD at 4200 SE 82ND AVE, PORT [Portland Police #PP21000359416] 20:33 #pdx911, 2021-12-27 04:39:02+00:00",THEFT - COLD , 2021-12-27 04:39:02+00:00, 4200 SE 82ND AVE," 4200 SE 82ND AVE, Portland, OR",45.49113405,-122.57471212866801,"-122.57471212866801, 45.49113405"
"ACCIDENT - HIT AND RUN - COLD at 10300 NE HANCOCK ST, PORT [Portland Police #PP21000359224] 16:10 #pdx911, 2021-12-27 04:36:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-27 04:36:02+00:00, 10300 NE HANCOCK ST," 10300 NE HANCOCK ST, Portland, OR",45.53579595,-122.55671526288336,"-122.55671526288336, 45.53579595"
"THREAT - WITH WEAPON *H at 8700 N PENINSULAR AVE, PORT [Portland Police #PP21000359376] 18:44 #pdx911, 2021-12-27 04:28:02+00:00",THREAT - WITH WEAPON *H , 2021-12-27 04:28:02+00:00, 8700 N PENINSULAR AVE," 8700 N PENINSULAR AVE, Portland, OR",45.585254,-122.697099,"-122.697099, 45.585254"
"DISTURBANCE - PRIORITY at 0 SW 2ND AVE, PORT [Portland Police #PP21000359428] 20:05 #pdx911, 2021-12-27 04:17:02+00:00",DISTURBANCE - PRIORITY , 2021-12-27 04:17:02+00:00, 0 SW 2ND AVE," 0 SW 2ND AVE, Portland, OR",45.5189564,-122.6740409,"-122.6740409, 45.5189564"
"SHOTS FIRED at 5700 SE RAMONA ST, PORT [Portland Police #PP21000359418] 19:43 #pdx911, 2021-12-27 04:08:02+00:00",SHOTS FIRED , 2021-12-27 04:08:02+00:00, 5700 SE RAMONA ST," 5700 SE RAMONA ST, Portland, OR",45.480861,-122.604562,"-122.604562, 45.480861"
"NOISE DISTURBANCE at 1600 SE LEXINGTON ST, PORT [Portland Police #PP21000359420] 19:46 #pdx911, 2021-12-27 04:08:02+00:00",NOISE DISTURBANCE , 2021-12-27 04:08:02+00:00, 1600 SE LEXINGTON ST," 1600 SE LEXINGTON ST, Portland, OR",45.4670279,-122.6487273,"-122.6487273, 45.4670279"
"ACCIDENT - HIT AND RUN - COLD at 2300 W BURNSIDE ST, PORT [Portland Police #PP21000359372] 19:13 #pdx911, 2021-12-27 04:02:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-27 04:02:02+00:00, 2300 W BURNSIDE ST," 2300 W BURNSIDE ST, Portland, OR",45.523372,-122.698383,"-122.698383, 45.523372"
"VEHICLE STOLEN - COLD at 300 NE SHAVER ST, PORT [Portland Police #PP21000359398] 19:25 #pdx911, 2021-12-27 03:59:02+00:00",VEHICLE STOLEN - COLD , 2021-12-27 03:59:02+00:00, 300 NE SHAVER ST," 300 NE SHAVER ST, Portland, OR",45.551977,-122.662459,"-122.662459, 45.551977"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 11900 NE RUSSELL ST, PORT [Portland Police #PP21000359344] 19:23 #pdx911, 2021-12-27 03:54:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-27 03:54:02+00:00, 11900 NE RUSSELL ST," 11900 NE RUSSELL ST, Portland, OR",45.54121698393574,-122.5405905502008,"-122.5405905502008, 45.54121698393574"
"HAZARD - HAZARDOUS CONDITION at 8300 SE 138TH DR, PORT [Portland Police #PP21000359265] 18:11 #pdx911, 2021-12-27 03:42:01+00:00",HAZARD - HAZARDOUS CONDITION , 2021-12-27 03:42:01+00:00, 8300 SE 138TH DR," 8300 SE 138TH DR, Portland, OR",45.46267857462427,-122.52442972834677,"-122.52442972834677, 45.46267857462427"
"DISTURBANCE - WITH WEAPON *H at 15800 SE DIVISION ST, PORT [Portland Police #PP21000359404] 19:20 #pdx911, 2021-12-27 03:34:01+00:00",DISTURBANCE - WITH WEAPON *H , 2021-12-27 03:34:01+00:00, 15800 SE DIVISION ST," 15800 SE DIVISION ST, Portland, OR",45.50437845454545,-122.50008145454545,"-122.50008145454545, 45.50437845454545"
"VEHICLE STOLEN - PRIORITY at 1100 NE BROADWAY , PORT [Portland Police #PP21000359390] 19:09 #pdx911, 2021-12-27 03:30:02+00:00",VEHICLE STOLEN - PRIORITY , 2021-12-27 03:30:02+00:00, 1100 NE BROADWAY ," 1100 NE BROADWAY , Portland, OR",45.53472535,-122.65414706156078,"-122.65414706156078, 45.53472535"
"ASSAULT - PRIORITY at 1100 NE 102ND AVE, PORT [Portland Police #PP21000359350] 17:58 #pdx911, 2021-12-27 03:28:01+00:00",ASSAULT - PRIORITY , 2021-12-27 03:28:01+00:00, 1100 NE 102ND AVE," 1100 NE 102ND AVE, Portland, OR",45.530732,-122.557969,"-122.557969, 45.530732"
"VEHICLE STOLEN - COLD at 3900 SW TUALATIN AVE, PORT [Portland Police #PP21000359369] 18:32 #pdx911, 2021-12-27 03:20:02+00:00",VEHICLE STOLEN - COLD , 2021-12-27 03:20:02+00:00, 3900 SW TUALATIN AVE," 3900 SW TUALATIN AVE, Portland, OR",45.49481,-122.700957,"-122.700957, 45.49481"
"VEHICLE STOLEN - COLD at 10100 NE GLISAN ST, PORT [Portland Police #PP21000359319] 18:50 #pdx911, 2021-12-27 03:16:01+00:00",VEHICLE STOLEN - COLD , 2021-12-27 03:16:01+00:00, 10100 NE GLISAN ST," 10100 NE GLISAN ST, Portland, OR",45.526185,-122.559275,"-122.559275, 45.526185"
"THEFT - COLD at 12400 SE MARKET ST, PORT [Portland Police #PP21000359274] 18:14 #pdx911, 2021-12-27 03:09:01+00:00",THEFT - COLD , 2021-12-27 03:09:01+00:00, 12400 SE MARKET ST," 12400 SE MARKET ST, Portland, OR",45.51147868421053,-122.53569631578948,"-122.53569631578948, 45.51147868421053"
"ASSAULT - PRIORITY at 500 NE 102ND AVE, PORT [Portland Police #PP21000359385] 19:02 #pdx911, 2021-12-27 03:09:01+00:00",ASSAULT - PRIORITY , 2021-12-27 03:09:01+00:00, 500 NE 102ND AVE," 500 NE 102ND AVE, Portland, OR",45.526389,-122.558029,"-122.558029, 45.526389"
"VEHICLE STOLEN - COLD at 10200 SE ANKENY ST, PORT [Portland Police #PP21000359135] 18:20 #pdx911, 2021-12-27 03:06:02+00:00",VEHICLE STOLEN - COLD , 2021-12-27 03:06:02+00:00, 10200 SE ANKENY ST," 10200 SE ANKENY ST, Portland, OR",45.521624,-122.558145,"-122.558145, 45.521624"
"BURGLARY - COLD at 11900 SE DIVISION ST, PORT [Portland Police #PP21000359132] 18:53 #pdx911, 2021-12-27 03:04:02+00:00",BURGLARY - COLD , 2021-12-27 03:04:02+00:00, 11900 SE DIVISION ST," 11900 SE DIVISION ST, Portland, OR",45.504033,-122.540373,"-122.540373, 45.504033"
"SUSPICIOUS - PRIORITY at 1100 SW 3RD AVE, PORT [Portland Police #PP21000359381] 18:51 #pdx911, 2021-12-27 03:01:01+00:00",SUSPICIOUS - PRIORITY , 2021-12-27 03:01:01+00:00, 1100 SW 3RD AVE," 1100 SW 3RD AVE, Portland, OR",45.51541,-122.676922,"-122.676922, 45.51541"
"UNWANTED PERSON at 3100 SE HAWTHORNE BLVD, PORT [Portland Police #PP21000359364] 18:26 #pdx911, 2021-12-27 02:58:01+00:00",UNWANTED PERSON , 2021-12-27 02:58:01+00:00, 3100 SE HAWTHORNE BLVD," 3100 SE HAWTHORNE BLVD, Portland, OR",45.511981,-122.633592,"-122.633592, 45.511981"
"THEFT - COLD at 11700 NE SANDY BLVD, PORT [Portland Police #PP21000359361] 18:24 #pdx911, 2021-12-27 02:46:01+00:00",THEFT - COLD , 2021-12-27 02:46:01+00:00, 11700 NE SANDY BLVD," 11700 NE SANDY BLVD, Portland, OR",45.5573794,-122.5422538,"-122.5422538, 45.5573794"
"THEFT - COLD at 2100 NW LOVEJOY ST, PORT [Portland Police #PP21000359341] 17:50 #pdx911, 2021-12-27 02:44:02+00:00",THEFT - COLD , 2021-12-27 02:44:02+00:00, 2100 NW LOVEJOY ST," 2100 NW LOVEJOY ST, Portland, OR",45.529763,-122.695238,"-122.695238, 45.529763"
"DISTURBANCE - COLD at 8600 N COLUMBIA BLVD, PORT [Portland Police #PP21000359242] 17:19 #pdx911, 2021-12-27 02:37:01+00:00",DISTURBANCE - COLD , 2021-12-27 02:37:01+00:00, 8600 N COLUMBIA BLVD," 8600 N COLUMBIA BLVD, Portland, OR",45.603541500000006,-122.74942750000001,"-122.74942750000001, 45.603541500000006"
"UNWANTED PERSON at 600 SW BROADWAY , PORT [Portland Police #PP21000359345] 17:45 #pdx911, 2021-12-27 02:33:02+00:00",UNWANTED PERSON , 2021-12-27 02:33:02+00:00, 600 SW BROADWAY ," 600 SW BROADWAY , Portland, OR",45.519863,-122.679212,"-122.679212, 45.519863"
"DISTURBANCE - PRIORITY at 500 SW MORRISON ST, PORT [Portland Police #PP21000359320] 17:07 #pdx911, 2021-12-27 02:24:01+00:00",DISTURBANCE - PRIORITY , 2021-12-27 02:24:01+00:00, 500 SW MORRISON ST," 500 SW MORRISON ST, Portland, OR",45.5206002,-122.6842536,"-122.6842536, 45.5206002"
"VEHICLE STOLEN - COLD at 5700 NE CLEVELAND AVE, PORT [Portland Police #PP21000359258] 17:32 #pdx911, 2021-12-27 02:24:01+00:00",VEHICLE STOLEN - COLD , 2021-12-27 02:24:01+00:00, 5700 NE CLEVELAND AVE," 5700 NE CLEVELAND AVE, Portland, OR",45.564,-122.665714,"-122.665714, 45.564"
"ACCIDENT - HIT AND RUN - COLD at 3600 SE MALL ST, PORT [Portland Police #PP21000359283] 17:05 #pdx911, 2021-12-27 02:21:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-27 02:21:02+00:00, 3600 SE MALL ST," 3600 SE MALL ST, Portland, OR",45.490913484848484,-122.62631642424243,"-122.62631642424243, 45.490913484848484"
"UNWANTED PERSON at 8000 SE POWELL BLVD, PORT [Portland Police #PP21000359239] 18:00 #pdx911, 2021-12-27 02:13:01+00:00",UNWANTED PERSON , 2021-12-27 02:13:01+00:00, 8000 SE POWELL BLVD," 8000 SE POWELL BLVD, Portland, OR",45.497336,-122.580752,"-122.580752, 45.497336"
"DISTURBANCE - PRIORITY at 9800 SE WASHINGTON ST, PORT [Portland Police #PP21000359309] 17:00 #pdx911, 2021-12-27 02:08:03+00:00",DISTURBANCE - PRIORITY , 2021-12-27 02:08:03+00:00, 9800 SE WASHINGTON ST," 9800 SE WASHINGTON ST, Portland, OR",45.5154779,-122.56216649744093,"-122.56216649744093, 45.5154779"
"TRIMET INCIDENT - PRIORITY at 1700 SW MORRISON ST, PORT [Portland Police #PP21000359351] 18:03 #pdx911, 2021-12-27 02:08:02+00:00",TRIMET INCIDENT - PRIORITY , 2021-12-27 02:08:02+00:00, 1700 SW MORRISON ST," 1700 SW MORRISON ST, Portland, OR",45.521778,-122.689276,"-122.689276, 45.521778"
"SUSPICIOUS - PRIORITY at 1800 SW 4TH AVE, PORT [Portland Police #PP21000359349] 17:53 #pdx911, 2021-12-27 02:07:02+00:00",SUSPICIOUS - PRIORITY , 2021-12-27 02:07:02+00:00, 1800 SW 4TH AVE," 1800 SW 4TH AVE, Portland, OR",45.511065,-122.680463,"-122.680463, 45.511065"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 9000 NE IRVING ST, PORT [Portland Police #PP21000359326] 17:55 #pdx911, 2021-12-27 02:06:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-27 02:06:01+00:00, 9000 NE IRVING ST," 9000 NE IRVING ST, Portland, OR",45.527705,-122.571123,"-122.571123, 45.527705"
"UNWANTED PERSON at 3200 NE KILLINGSWORTH ST, PORT [Portland Police #PP21000359308] 17:24 #pdx911, 2021-12-27 02:04:01+00:00",UNWANTED PERSON , 2021-12-27 02:04:01+00:00, 3200 NE KILLINGSWORTH ST," 3200 NE KILLINGSWORTH ST, Portland, OR",45.562626,-122.631011,"-122.631011, 45.562626"
"BURGLARY - COLD at 300 NE MULTNOMAH ST, PORT [Portland Police #PP21000359253] 17:18 #pdx911, 2021-12-27 02:02:02+00:00",BURGLARY - COLD , 2021-12-27 02:02:02+00:00, 300 NE MULTNOMAH ST," 300 NE MULTNOMAH ST, Portland, OR",45.53138801593802,-122.66205846940983,"-122.66205846940983, 45.53138801593802"
"VEHICLE STOLEN - COLD at 8100 SE WOODSTOCK BLVD, PORT [Portland Police #PP21000359340] 17:53 #pdx911, 2021-12-27 02:02:02+00:00",VEHICLE STOLEN - COLD , 2021-12-27 02:02:02+00:00, 8100 SE WOODSTOCK BLVD," 8100 SE WOODSTOCK BLVD, Portland, OR",45.47944143023256,-122.5800798372093,"-122.5800798372093, 45.47944143023256"
"UNWANTED PERSON at 9900 NE HALSEY ST, PORT [Portland Police #PP21000359301] 17:54 #pdx911, 2021-12-27 02:02:02+00:00",UNWANTED PERSON , 2021-12-27 02:02:02+00:00, 9900 NE HALSEY ST," 9900 NE HALSEY ST, Portland, OR",45.533371,-122.562176,"-122.562176, 45.533371"
"THEFT - PRIORITY at 1300 NW LOVEJOY ST, PORT [Portland Police #PP21000359331] 17:31 #pdx911, 2021-12-27 02:01:02+00:00",THEFT - PRIORITY , 2021-12-27 02:01:02+00:00, 1300 NW LOVEJOY ST," 1300 NW LOVEJOY ST, Portland, OR",45.529963,-122.684579,"-122.684579, 45.529963"
"THREAT - WITH WEAPON *H at 2600 N MISSISSIPPI AVE, PORT [Portland Police #PP21000359337] 17:38 #pdx911, 2021-12-27 01:58:02+00:00",THREAT - WITH WEAPON *H , 2021-12-27 01:58:02+00:00, 2600 N MISSISSIPPI AVE," 2600 N MISSISSIPPI AVE, Portland, OR",45.541133,-122.675725,"-122.675725, 45.541133"
"ACCIDENT - HIT AND RUN - COLD at 100 SE 146TH AVE, PORT [Portland Police #PP21000359149] 16:13 #pdx911, 2021-12-27 01:54:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-27 01:54:02+00:00, 100 SE 146TH AVE," 100 SE 146TH AVE, Portland, OR",45.52154552419355,-122.51311468145161,"-122.51311468145161, 45.52154552419355"
"UNWANTED PERSON at 2200 SW 1ST AVE, PORT [Portland Police #PP21000359339] 17:39 #pdx911, 2021-12-27 01:54:02+00:00",UNWANTED PERSON , 2021-12-27 01:54:02+00:00, 2200 SW 1ST AVE," 2200 SW 1ST AVE, Portland, OR",45.507821,-122.678553,"-122.678553, 45.507821"
"ASSAULT - PRIORITY at 1400 SW CLAY ST, PORT [Portland Police #PP21000359321] 17:09 #pdx911, 2021-12-27 01:50:02+00:00",ASSAULT - PRIORITY , 2021-12-27 01:50:02+00:00, 1400 SW CLAY ST," 1400 SW CLAY ST, Portland, OR",45.515754,-122.68937,"-122.68937, 45.515754"
"VEHICLE STOLEN - COLD at 4800 NE GOING ST, PORT [Portland Police #PP21000359324] 17:18 #pdx911, 2021-12-27 01:50:02+00:00",VEHICLE STOLEN - COLD , 2021-12-27 01:50:02+00:00, 4800 NE GOING ST," 4800 NE GOING ST, Portland, OR",45.556884852941174,-122.61357494117647,"-122.61357494117647, 45.556884852941174"
